kaunak.txt,KAUNAKكاونك,Geographical,Dizful,Northern,Dizful,Shushtar,Kaunak,Diz,Kaunak,Dizful,Kaunak,Kadkhuda,Kaunak,Kaunak,Bakhtiyaris,Shushtar,Dirakwand,Kunjid,Mash,Kaunak,Gumar,Kaunak,Imamzadeh,Bibi,Hazrat,Imam,Qadamgah,Amir,Shushtar,Arabs,Dizfulis,Kaunak,Dizful,Dizfuli,Kaunak,Bakhtiyari,Agha,Mustaufi,Kaunak
rud_hilleh_district.txt,DISTRICT,Geographical,Persian,Gulf,Hayat,Angali,Shabankareh,Bushehr,Bushehr,Tahima,Bushehr,Angali,Shabankareh,Arabs,Persian,Arabic,Kaab,Fallahiyeh,Southern,Bani,BaniTamim,Arabia,Turkish,BaniTamim,Cattle,Bushehr,Muhammareh,Kuwait,Bahrain,Lingeh,Bushehr,Persian,English,Hashim,English,Mahmadi,Bushehr,Behbehan,Kuwait,Gulf,Tiyul,Khan,Angali,Khan,Hayat,Mahmadi,Hayat,Persian,Mahmadi,Persian,Khashm,Bani,BaniTamim,Arabs,Bani,BaniTamim,Mashuwahs,Haji,Khashm,حاج,Khashm,شيخ,Wheat,BaniTamim,Lurs,Arabic,Persian,Sunnis,Persian,Qaleh,Bani,BaniTamiin,Mahmadi,Kaab,Muhammad,Arabs,Kharag,Sunnis,Persian,Arabic,Lurs,Bani,BaniTamim,Lurs,Shiahs,Sunni,Fallahiyeh,Shiah,Shabankareh,Qaleh,Persia,No
mazara_.txt,MAZARAمزارع,Geographical,Wadi,Sultanate,Oman,Bani,Bani,Wadi,Bani,جزيرThe,Livestock,Livestock,Wadi,Mazara,Tamimah,Bani
fahal.txt,FAHAL,Geographical,Masqat,Oman,Fahal,Portuguese,Isle,Victory,Fahal
taimah.txt,TAIMAHتيمه,Geographical,Jabal,Hail,Madinah,Taimah,Haddaj,Gharb,Sharq,Shammar,Jabal,Shammar,Taimah,Turkish,Iraq,Anizah,Shararat,Hilwah,Wheat,Duqsah,Dukhn,Water,Haddaj,Taimah,Landed,Taimah,Abas,Taimah,Bedouins,European,Hail,Madinah,Riyals,Turkish,Taimah,Shammar,African,Taimah,Semitic,Doughty,See
zaid_bani.txt,ZAID,BANI,زيد,Geographical,Arab,Southern,BaniTamim,Dawasir,Washam,Shaqrah,Washaiqir,Wadi,Khurmah,Rumadan,Quwaiiyah,Shaarah,Bawarid,Ghaihab,Qaihab,Isa,Bani,Sulaba,Shaqrah,Al,Bani,زيد,Bani,Sulaba
qarnain.txt,QARNAIN,Geographical,Abu,Arzanah,Das,Zirko,Qarnain,Qarnain,Sutuh,Zirko,Arzanah,Shaikh,Abu
jaramah_khor_al.txt,JARAMAH,الجرامه,Geographical,Oman,Khor,north-west,Muwalikh,Hadd,Labid,British,Admiralty,Jabal,Capt,Intelligence,Simla
qarah_barr_al.txt,QARAH,القاره,Geographical,Eastern,Sanjaq,Hasa,Qatar,Jafurah,خريقه,بعيجInland,Hofuf,Hasa,Dōhah,Qatar,Ras,Dōhat,Jabalain,Ras,حمرورInland,Dōhat,Jabal,جبل,Ras,Ras,Bahrain,Al,Al,Oqair,Zakhuniyah,Ras,ابو,Ras,جبل,Ras,قوز,السلوىA,Ras,خشم,Dōhat
hazaim.txt,HAZAIMحزيم,Geographical,Kuwait,Salu,Shaqq,Maqta,Labibah,Kuwait,Maqta,ضليع,Rafa,Hazaim,Maqta,Maqta,Rughwah,شضف9,Wafrah,Kuwait,Umm,Hazaim,Rahaiyah,Shadhaf,Wafrah
farsi.txt,FARSIفارسي,Geographical,Persian,Musallamiyah,Hasa,Baraki,Tangistan,Persia,Jazirat,Kharag,Arabi,European,Persia,Fars,Greek
arabi.txt,ARABIعربيAn,Musallamiyah,Farsi,Arabi
